train_number,train_name,station_code,station_name,arrival,departure,day,distance,zone,division
54812,Jodhpur Bhopal Passenger,JU,JODHPUR JN,None,08:05:00,1,,NWR,Rajasthan
54812,Jodhpur Bhopal Passenger,JP,JAIPUR,16:55:00,17:35:00,1,,NWR,Rajasthan
54812,Jodhpur Bhopal Passenger,KOTA,KOTA JN,22:45:00,23:05:00,1,,WCR,Rajasthan
54812,Jodhpur Bhopal Passenger,BPL,BHOPAL JN,10:50:00,None,2,,WCR,Madhya Pradesh
54055,Moradabad Delhi Passenger,MB,MORADABAD,None,15:00:00,1,,NR,Uttar Pradesh
54055,Moradabad Delhi Passenger,GZB,GHAZIABAD,18:55:00,19:00:00,3,,NR,Uttar Pradesh
13301,Suvarna Rekha Express,DHN,DHANBAD JN,None,05:35:00,1,,ECR,Jharkhand
13301,Suvarna Rekha Express,TATA,TATANAGAR JN,11:15:00,None,1,,SER,Jharkhand
14646,Shalimar Express,JAT,JAMMU TAWI,None,21:00:00,1,,NR,Jammu and Kashmir
14646,Shalimar Express,LDH,LUDHIANA JN,02:35:00,02:45:00,2,,NR,Punjab
14646,Shalimar Express,UMB,AMBALA CANT JN,04:50:00,05:00:00,2,,NR,Haryana
14646,Shalimar Express,GZB,GHAZIABAD,10:02:00,10:05:00,2,,NR,Uttar Pradesh
18411,Bhubaneswar-Visakhapatnam Inter City Express,BBS,BHUBANESWAR,None,06:35:00,1,,ECoR,Odisha
18411,Bhubaneswar-Visakhapatnam Inter City Express,VSKP,VISHAKAPATNAM,14:35:00,None,1,,ECoR,Andhra Pradesh
13025,Howrah-Bhopal Express,HWH,HOWRAH JN,None,13:25:00,1,,ER,West Bengal
13025,Howrah-Bhopal Express,BWN,BARDDHAMAN JN,14:40:00,14:40:00,1,,ER,West Bengal
13025,Howrah-Bhopal Express,ASN,ASANSOL JN,16:13:00,16:18:00,1,,ER,West Bengal
13025,Howrah-Bhopal Express,DHN,DHANBAD JN,17:15:00,17:25:00,1,,ECR,Jharkhand
13025,Howrah-Bhopal Express,BPL,BHOPAL JN,18:30:00,None,2,,WCR,Madhya Pradesh
12010,Ahmedabad-Mumbai Central Shatabdi,ADI,AHMEDABAD JN,None,14:30:00,1,,WR,Gujarat
12010,Ahmedabad-Mumbai Central Shatabdi,BRC,VADODARA JN,16:12:00,16:17:00,1,,WR,Gujarat
12010,Ahmedabad-Mumbai Central Shatabdi,ST,SURAT,17:55:00,18:02:00,1,,WR,Gujarat
12010,Ahmedabad-Mumbai Central Shatabdi,BCT,Mumbai Central,21:35:00,None,1,,WR,Maharashtra
16326,Ahilyanagari Express,TVC,TRIVANDRUM CENTRAL,None,05:30:00,1,,SR,Kerala
16326,Ahilyanagari Express,ERS,ERNAKULAM JN,10:00:00,10:10:00,1,,SR,Kerala
16326,Ahilyanagari Express,CBE,COIMBATORE JN,15:15:00,15:20:00,1,,SR,Tamil Nadu
16326,Ahilyanagari Express,MAS,CHENNAI CENTRAL,23:05:00,23:25:00,1,,SR,Tamil Nadu
16326,Ahilyanagari Express,BZA,VIJAYAWADA JN,06:05:00,06:20:00,2,,SCR,Andhra Pradesh
16326,Ahilyanagari Express,NGP,NAGPUR,17:00:00,17:10:00,2,,SECR,Maharashtra
16326,Ahilyanagari Express,ET,ITARSI JN,22:25:00,22:30:00,2,,WCR,Madhya Pradesh
16326,Ahilyanagari Express,BPL,BHOPAL JN,00:15:00,00:25:00,3,,WCR,Madhya Pradesh
47206,HYB Falaknuma Local,HYB,HYDERABAD DECCAN,None,05:40:00,1,,SCR,Andhra Pradesh
47206,HYB Falaknuma Local,SC,SECUNDERABAD JN,06:15:00,06:25:00,1,,SCR,Telangana
16031,Andaman Express,MAS,CHENNAI CENTRAL,None,05:15:00,1,,SR,Tamil Nadu
16031,Andaman Express,BZA,VIJAYAWADA JN,14:30:00,14:50:00,1,,SCR,Andhra Pradesh
16031,Andaman Express,NGP,NAGPUR,02:35:00,02:45:00,2,,SECR,Maharashtra
16031,Andaman Express,ET,ITARSI JN,08:05:00,08:10:00,2,,WCR,Madhya Pradesh
16031,Andaman Express,BPL,BHOPAL JN,10:05:00,10:10:00,2,,WCR,Madhya Pradesh
16031,Andaman Express,JHS,JHANSI JN,14:40:00,14:50:00,2,,NCR,Uttar Pradesh
16031,Andaman Express,GWL,GWALIOR JN,16:15:00,16:20:00,2,,NCR,Madhya Pradesh
16031,Andaman Express,AGC,AGRA CANTT,18:25:00,18:35:00,2,,NCR,Uttar Pradesh
16031,Andaman Express,NZM,DELHI H NIZAMUDDIN,22:30:00,23:00:00,2,,NR,Delhi
16031,Andaman Express,NDLS,NEW DELHI,23:25:00,00:10:00,2,,NR,Delhi
16031,Andaman Express,LDH,LUDHIANA JN,06:55:00,07:05:00,3,,NR,Punjab
16031,Andaman Express,JAT,JAMMU TAWI,13:10:00,None,3,,NR,Jammu and Kashmir
63254,Gaya Patna Passenger MEMU,GAYA,GAYA JN,None,18:10:00,1,,ECR,Bihar
63254,Gaya Patna Passenger MEMU,PNBE,PATNA JN,21:35:00,None,1,,ECR,Bihar
53135,Sealdah Rampurhat Passenger,SDAH,KOLKATA SEALDAH,None,11:35:00,1,,ER,West Bengal
53135,Sealdah Rampurhat Passenger,BWN,BARDDHAMAN JN,14:25:00,14:45:00,1,,ER,West Bengal
55325,Lucknow Kasganj Passenger,LKO,LUCKNOW,None,04:30:00,1,,NER,Uttar Pradesh
55325,Lucknow Kasganj Passenger,CNB,KANPUR CENTRAL,06:35:00,06:43:00,1,,NCR,Uttar Pradesh
12722-Slip,Dakshin Link SF Express,NZM,DELHI H NIZAMUDDIN,None,22:50:00,1,,NR,Delhi
12722-Slip,Dakshin Link SF Express,AGC,AGRA CANTT,01:50:00,01:55:00,2,,NCR,Uttar Pradesh
12722-Slip,Dakshin Link SF Express,GWL,GWALIOR JN,03:28:00,03:33:00,2,,NCR,Madhya Pradesh
12722-Slip,Dakshin Link SF Express,JHS,JHANSI JN,05:05:00,05:15:00,2,,NCR,Uttar Pradesh
12722-Slip,Dakshin Link SF Express,BPL,BHOPAL JN,10:05:00,10:10:00,2,,WCR,Madhya Pradesh
12722-Slip,Dakshin Link SF Express,ET,ITARSI JN,12:20:00,12:30:00,2,,WCR,Madhya Pradesh
12722-Slip,Dakshin Link SF Express,NGP,NAGPUR,17:35:00,17:45:00,2,,SECR,Maharashtra
12722-Slip,Dakshin Link SF Express,BZA,VIJAYAWADA JN,06:45:00,07:05:00,3,,SCR,Andhra Pradesh
12722-Slip,Dakshin Link SF Express,VSKP,VISHAKAPATNAM,13:30:00,None,3,,ECoR,Andhra Pradesh
19326,Amritsar Indore Express,ASR,AMRITSAR JN,None,04:40:00,1,,NR,Punjab
19326,Amritsar Indore Express,LDH,LUDHIANA JN,06:38:00,06:43:00,1,,NR,Punjab
19326,Amritsar Indore Express,UMB,AMBALA CANT JN,08:20:00,08:25:00,1,,NR,Haryana
19326,Amritsar Indore Express,GZB,GHAZIABAD,12:25:00,12:30:00,1,,NR,Uttar Pradesh
19326,Amritsar Indore Express,NZM,DELHI H NIZAMUDDIN,13:15:00,13:45:00,1,,NR,Delhi
19326,Amritsar Indore Express,AGC,AGRA CANTT,16:55:00,17:00:00,1,,NCR,Uttar Pradesh
19326,Amritsar Indore Express,GWL,GWALIOR JN,18:40:00,18:50:00,1,,NCR,Madhya Pradesh
52927,Udaipur Ahmedabad Fast Passenger,UDZ,UDAIPUR CITY,None,09:35:00,1,,NWR,Rajasthan
52927,Udaipur Ahmedabad Fast Passenger,ADI,AHMEDABAD JN,21:05:00,None,1,,WR,Gujarat
18449,Baidyanathdham Express,PURI,PURI,None,14:05:00,1,,ECoR,Odisha
18449,Baidyanathdham Express,BBS,BHUBANESWAR,15:35:00,15:40:00,1,,ECoR,Odisha
18449,Baidyanathdham Express,CTC,CUTTACK,16:07:00,16:12:00,1,,ECoR,Odisha
18449,Baidyanathdham Express,ASN,ASANSOL JN,01:52:00,02:36:00,2,,ER,West Bengal
18449,Baidyanathdham Express,PNBE,PATNA JN,10:00:00,None,2,,ECR,Bihar
57563,Hyderabad-Parbhani PASS,HYB,HYDERABAD DECCAN,None,22:40:00,1,,SCR,Andhra Pradesh
57563,Hyderabad-Parbhani PASS,SC,SECUNDERABAD JN,23:05:00,23:10:00,1,,SCR,Telangana
57563,Hyderabad-Parbhani PASS,NZB,NIZAMABAD,03:30:00,03:35:00,2,,SCR,Andhra Pradesh
54615,Amritsar Pathankot DMU,ASR,AMRITSAR JN,None,17:35:00,1,,NR,Punjab
54615,Amritsar Pathankot DMU,PTK,PATHANKOT,20:50:00,None,1,,NR,Punjab
56914,Hubli Bangalore passenger,UBL,HUBLI JN,None,09:45:00,1,,SWR,Karnataka
56914,Hubli Bangalore passenger,SBC,BANGALORE CITY JN,21:10:00,None,1,,SWR,Karnataka
19025,Surat Bhavnagar Express Slip,ST,SURAT,None,05:30:00,1,,WR,Gujarat
19025,Surat Bhavnagar Express Slip,BRC,VADODARA JN,07:30:00,07:35:00,1,,WR,Gujarat
19025,Surat Bhavnagar Express Slip,ADI,AHMEDABAD JN,09:20:00,09:40:00,1,,WR,Gujarat
56232,Bangalore Mysore (PUSH-PULL) Passenger(Shuttle),SBC,BANGALORE CITY JN,None,09:30:00,1,,SWR,Karnataka
56232,Bangalore Mysore (PUSH-PULL) Passenger(Shuttle),MYS,MYSORE JN,13:35:00,None,1,,SWR,Karnataka
63541,ASANSOL-GOMOH PASSENGER (MEMU),ASN,ASANSOL JN,None,05:10:00,1,,ER,West Bengal
63541,ASANSOL-GOMOH PASSENGER (MEMU),DHN,DHANBAD JN,06:25:00,06:27:00,1,,ECR,Jharkhand
18477,Utkal Express,PURI,PURI,None,21:00:00,1,,ECoR,Odisha
18477,Utkal Express,BBS,BHUBANESWAR,22:25:00,22:30:00,1,,ECoR,Odisha
18477,Utkal Express,CTC,CUTTACK,23:00:00,23:05:00,1,,ECoR,Odisha
18477,Utkal Express,BSP,BILASPUR JN,15:10:00,15:25:00,2,,SECR,Chhattisgarh
18477,Utkal Express,JHS,JHANSI JN,06:35:00,06:45:00,3,,NCR,Uttar Pradesh
18477,Utkal Express,GWL,GWALIOR JN,08:40:00,08:45:00,3,,NCR,Madhya Pradesh
18477,Utkal Express,AGC,AGRA CANTT,10:45:00,10:55:00,3,,NCR,Uttar Pradesh
18477,Utkal Express,NZM,DELHI H NIZAMUDDIN,14:05:00,14:35:00,3,,NR,Delhi
18477,Utkal Express,GZB,GHAZIABAD,15:11:00,15:13:00,3,,NR,Uttar Pradesh
12976,Jaipur-Mysore SF Express,JP,JAIPUR,None,19:40:00,1,,NWR,Rajasthan
12976,Jaipur-Mysore SF Express,KOTA,KOTA JN,22:55:00,23:05:00,1,,WCR,Rajasthan
12976,Jaipur-Mysore SF Express,BPL,BHOPAL JN,07:10:00,07:20:00,2,,WCR,Madhya Pradesh
12976,Jaipur-Mysore SF Express,ET,ITARSI JN,09:20:00,09:25:00,2,,WCR,Madhya Pradesh
12976,Jaipur-Mysore SF Express,NGP,NAGPUR,14:00:00,14:10:00,2,,SECR,Maharashtra
12976,Jaipur-Mysore SF Express,GTL,GUNTAKAL JN,06:25:00,06:40:00,3,,SCR,Andhra Pradesh
12976,Jaipur-Mysore SF Express,SBC,BANGALORE CITY JN,12:55:00,13:05:00,3,,SWR,Karnataka
12976,Jaipur-Mysore SF Express,MYS,MYSORE JN,16:20:00,None,3,,SWR,Karnataka
56504,Vijayawada Yesvantapur Passenger,BZA,VIJAYAWADA JN,None,20:50:00,1,,SCR,Andhra Pradesh
56504,Vijayawada Yesvantapur Passenger,GTL,GUNTAKAL JN,08:10:00,08:30:00,2,,SCR,Andhra Pradesh
08004,Mysore - Howrah Special,MYS,MYSORE JN,None,00:30:00,1,,SWR,Karnataka
08004,Mysore - Howrah Special,SBC,BANGALORE CITY JN,03:00:00,03:30:00,1,,SWR,Karnataka
08004,Mysore - Howrah Special,BZA,VIJAYAWADA JN,16:45:00,17:00:00,1,,SCR,Andhra Pradesh
08004,Mysore - Howrah Special,VSKP,VISHAKAPATNAM,00:10:00,00:30:00,2,,ECoR,Andhra Pradesh
08004,Mysore - Howrah Special,BBS,BHUBANESWAR,07:40:00,07:45:00,2,,ECoR,Odisha
08004,Mysore - Howrah Special,CTC,CUTTACK,08:10:00,08:15:00,2,,ECoR,Odisha
08004,Mysore - Howrah Special,HWH,HOWRAH JN,14:50:00,None,2,,ER,West Bengal
63518,Asansol Barddhaman Passenger,ASN,ASANSOL JN,None,12:40:00,1,,ER,West Bengal
63518,Asansol Barddhaman Passenger,BWN,BARDDHAMAN JN,14:30:00,None,1,,ER,West Bengal
54531,Ambala Kalka Shuttle,UMB,AMBALA CANT JN,None,18:30:00,1,,NR,Haryana
54531,Ambala Kalka Shuttle,CDG,CHANDIGARH,19:35:00,19:40:00,1,,NR,Chandigarh
15269,MUZAFFARPUR - AHMEDABAD Jan Sadharan Exp,MFP,MUZAFFARPUR JN,None,21:20:00,1,,ECR,Bihar
15269,MUZAFFARPUR - AHMEDABAD Jan Sadharan Exp,LKO,LUCKNOW,10:00:00,10:25:00,2,,NER,Uttar Pradesh
15269,MUZAFFARPUR - AHMEDABAD Jan Sadharan Exp,CNB,KANPUR CENTRAL,12:05:00,12:20:00,2,,NCR,Uttar Pradesh
15269,MUZAFFARPUR - AHMEDABAD Jan Sadharan Exp,TDL,TUNDLA JN,15:25:00,15:30:00,2,,NCR,Uttar Pradesh
15269,MUZAFFARPUR - AHMEDABAD Jan Sadharan Exp,JP,JAIPUR,21:05:00,21:25:00,2,,NWR,Rajasthan
15269,MUZAFFARPUR - AHMEDABAD Jan Sadharan Exp,ADI,AHMEDABAD JN,10:50:00,None,3,,WR,Gujarat
24228,Varuna Express,CNB,KANPUR CENTRAL,None,16:00:00,1,,NCR,Uttar Pradesh
24228,Varuna Express,LKO,LUCKNOW,17:30:00,17:50:00,1,,NER,Uttar Pradesh
58839,Nagpur Nainpur Jabalpur Fast Passenger,NGP,NAGPUR,None,12:45:00,1,,SECR,Maharashtra
58839,Nagpur Nainpur Jabalpur Fast Passenger,JBP,JABALPUR,08:15:00,None,2,,WCR,Madhya Pradesh
58001,Howrah Puri Santragachi Passenger,HWH,HOWRAH JN,None,23:50:00,1,,ER,West Bengal
58001,Howrah Puri Santragachi Passenger,BBS,BHUBANESWAR,14:10:00,14:15:00,2,,ECoR,Odisha
58001,Howrah Puri Santragachi Passenger,PURI,PURI,19:00:00,None,2,,ECoR,Odisha
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),CSTM,MUMBAI CST,None,20:35:00,1,,CR,Maharashtra
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),DR,MUMBAI DADAR CENTRAL,20:48:00,20:50:00,1,,CR,Maharashtra
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),KYN,KALYAN JN,21:35:00,21:40:00,1,,CR,Maharashtra
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),NGP,NAGPUR,11:05:00,11:25:00,2,,SECR,Maharashtra
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),R,RAIPUR JN,16:05:00,16:15:00,2,,SECR,Chhattisgarh
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),BSP,BILASPUR JN,18:00:00,18:15:00,2,,SECR,Chhattisgarh
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),ROU,ROURKELA,22:55:00,23:10:00,2,,SER,Odisha
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),TATA,TATANAGAR JN,01:40:00,01:50:00,3,,SER,Jharkhand
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),HWH,HOWRAH JN,05:50:00,None,3,,ER,West Bengal
15629,CHENNAI EGMORE - GUWAHATI Exp,MS,CHENNAI EGMORE,None,22:30:00,1,,SR,Tamil Nadu
15629,CHENNAI EGMORE - GUWAHATI Exp,BZA,VIJAYAWADA JN,05:30:00,05:40:00,2,,SCR,Andhra Pradesh
15629,CHENNAI EGMORE - GUWAHATI Exp,VSKP,VISHAKAPATNAM,11:45:00,12:05:00,2,,ECoR,Andhra Pradesh
15629,CHENNAI EGMORE - GUWAHATI Exp,BBS,BHUBANESWAR,18:40:00,18:55:00,2,,ECoR,Odisha
15629,CHENNAI EGMORE - GUWAHATI Exp,CTC,CUTTACK,19:24:00,19:24:00,2,,ECoR,Odisha
15629,CHENNAI EGMORE - GUWAHATI Exp,TATA,TATANAGAR JN,03:25:00,03:35:00,3,,SER,Jharkhand
15629,CHENNAI EGMORE - GUWAHATI Exp,ASN,ASANSOL JN,07:45:00,08:00:00,3,,ER,West Bengal
15629,CHENNAI EGMORE - GUWAHATI Exp,NJP,NEW JALPAIGURI,19:10:00,19:30:00,3,,NFR,West Bengal
15629,CHENNAI EGMORE - GUWAHATI Exp,GHY,GUWAHATI,04:55:00,None,4,,NFR,Assam
17488,Tirumala Express,VSKP,VISHAKAPATNAM,None,14:00:00,1,,ECoR,Andhra Pradesh
17488,Tirumala Express,BZA,VIJAYAWADA JN,21:00:00,21:15:00,1,,SCR,Andhra Pradesh
12903,Golden Temple Mail,BCT,Mumbai Central,None,21:25:00,1,,WR,Maharashtra
12903,Golden Temple Mail,ST,SURAT,01:00:00,01:05:00,2,,WR,Gujarat
12903,Golden Temple Mail,BRC,VADODARA JN,02:45:00,03:03:00,2,,WR,Gujarat
12903,Golden Temple Mail,RTM,RATLAM JN,07:05:00,07:25:00,2,,WR,Madhya Pradesh
12903,Golden Temple Mail,KOTA,KOTA JN,11:05:00,11:15:00,2,,WCR,Rajasthan
12903,Golden Temple Mail,NZM,DELHI H NIZAMUDDIN,18:30:00,19:00:00,2,,NR,Delhi
12903,Golden Temple Mail,GZB,GHAZIABAD,19:50:00,19:55:00,2,,NR,Uttar Pradesh
12903,Golden Temple Mail,UMB,AMBALA CANT JN,00:50:00,01:00:00,3,,NR,Haryana
12903,Golden Temple Mail,LDH,LUDHIANA JN,03:00:00,03:10:00,3,,NR,Punjab
12903,Golden Temple Mail,ASR,AMRITSAR JN,05:40:00,None,3,,NR,Punjab
51153,Mumbai Bhusaval Passenger,CSTM,MUMBAI CST,None,05:20:00,1,,CR,Maharashtra
51153,Mumbai Bhusaval Passenger,DR,MUMBAI DADAR CENTRAL,05:28:00,05:30:00,1,,CR,Maharashtra
51153,Mumbai Bhusaval Passenger,KYN,KALYAN JN,06:20:00,06:25:00,1,,CR,Maharashtra
54312,Moradabad Bareilly Passenger,MB,MORADABAD,None,08:00:00,1,,NR,Uttar Pradesh
54312,Moradabad Bareilly Passenger,BE,BAREILLY,11:30:00,None,1,,NER,Uttar Pradesh
12934,Karnavati Express,ADI,AHMEDABAD JN,None,04:55:00,1,,WR,Gujarat
12934,Karnavati Express,BRC,VADODARA JN,06:45:00,06:50:00,1,,WR,Gujarat
12934,Karnavati Express,ST,SURAT,08:36:00,08:41:00,1,,WR,Gujarat
12934,Karnavati Express,BCT,Mumbai Central,12:35:00,None,1,,WR,Maharashtra
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,ADI,AHMEDABAD JN,None,23:25:00,1,,WR,Gujarat
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,BRC,VADODARA JN,01:30:00,01:55:00,2,,WR,Gujarat
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,RTM,RATLAM JN,05:55:00,06:10:00,2,,WR,Madhya Pradesh
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,KOTA,KOTA JN,09:50:00,10:00:00,2,,WCR,Rajasthan
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,TDL,TUNDLA JN,16:50:00,16:55:00,2,,NCR,Uttar Pradesh
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,CNB,KANPUR CENTRAL,19:55:00,20:05:00,2,,NCR,Uttar Pradesh
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,ALD,ALLAHABAD JN,22:30:00,22:40:00,2,,NCR,Uttar Pradesh
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,MGS,MUGHAL SARAI JN,02:45:00,03:15:00,3,,ECR,Uttar Pradesh
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,GAYA,GAYA JN,06:00:00,06:05:00,3,,ECR,Bihar
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,DHN,DHANBAD JN,09:02:00,09:12:00,3,,ECR,Jharkhand
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,ASN,ASANSOL JN,10:20:00,None,3,,ER,West Bengal
12904,Golden Temple Mail,ASR,AMRITSAR JN,None,21:25:00,1,,NR,Punjab
12904,Golden Temple Mail,LDH,LUDHIANA JN,23:55:00,00:05:00,1,,NR,Punjab
12904,Golden Temple Mail,UMB,AMBALA CANT JN,01:50:00,02:00:00,2,,NR,Haryana
12904,Golden Temple Mail,GZB,GHAZIABAD,06:15:00,06:17:00,2,,NR,Uttar Pradesh
12904,Golden Temple Mail,NZM,DELHI H NIZAMUDDIN,07:05:00,07:40:00,2,,NR,Delhi
12904,Golden Temple Mail,KOTA,KOTA JN,14:25:00,14:35:00,2,,WCR,Rajasthan
12904,Golden Temple Mail,RTM,RATLAM JN,18:50:00,19:10:00,2,,WR,Madhya Pradesh
12904,Golden Temple Mail,BRC,VADODARA JN,23:12:00,23:30:00,2,,WR,Gujarat
12904,Golden Temple Mail,ST,SURAT,01:35:00,01:40:00,3,,WR,Gujarat
12904,Golden Temple Mail,BCT,Mumbai Central,05:35:00,None,3,,WR,Maharashtra
18464,Prasanti Express,SBC,BANGALORE CITY JN,None,14:00:00,1,,SWR,Karnataka
18464,Prasanti Express,GTL,GUNTAKAL JN,20:15:00,20:30:00,1,,SCR,Andhra Pradesh
18464,Prasanti Express,BZA,VIJAYAWADA JN,06:35:00,06:55:00,2,,SCR,Andhra Pradesh
18464,Prasanti Express,VSKP,VISHAKAPATNAM,13:15:00,13:35:00,2,,ECoR,Andhra Pradesh
18464,Prasanti Express,BBS,BHUBANESWAR,20:45:00,None,2,,ECoR,Odisha
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,BE,BAREILLY,None,None,,,NER,Uttar Pradesh
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,NJP,NEW JALPAIGURI,None,08:15:00,1,,NFR,West Bengal
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,MFP,MUZAFFARPUR JN,16:07:00,16:12:00,1,,ECR,Bihar
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,MB,MORADABAD,08:40:00,08:50:00,2,,NR,Uttar Pradesh
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,UMB,AMBALA CANT JN,13:20:00,13:25:00,2,,NR,Haryana
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,LDH,LUDHIANA JN,15:10:00,15:20:00,2,,NR,Punjab
12407,NEW JALPAIGURI - AMRITSAR Karmabhoomi Exp,ASR,AMRITSAR JN,17:25:00,None,2,,NR,Punjab
12975,Mysore-Jaipur SF Express,MYS,MYSORE JN,None,10:15:00,1,,SWR,Karnataka
12975,Mysore-Jaipur SF Express,SBC,BANGALORE CITY JN,12:55:00,13:05:00,1,,SWR,Karnataka
12975,Mysore-Jaipur SF Express,GTL,GUNTAKAL JN,19:15:00,19:30:00,1,,SCR,Andhra Pradesh
12975,Mysore-Jaipur SF Express,NGP,NAGPUR,11:05:00,11:15:00,2,,SECR,Maharashtra
12975,Mysore-Jaipur SF Express,ET,ITARSI JN,16:05:00,16:10:00,2,,WCR,Madhya Pradesh
12975,Mysore-Jaipur SF Express,BPL,BHOPAL JN,18:00:00,18:20:00,2,,WCR,Madhya Pradesh
12975,Mysore-Jaipur SF Express,KOTA,KOTA JN,01:55:00,02:05:00,3,,WCR,Rajasthan
12975,Mysore-Jaipur SF Express,JP,JAIPUR,05:55:00,None,3,,NWR,Rajasthan
15012,CHANDIGARH - LUCKNOW Exp,CDG,CHANDIGARH,None,17:10:00,1,,NR,Chandigarh
15012,CHANDIGARH - LUCKNOW Exp,UMB,AMBALA CANT JN,17:55:00,18:05:00,1,,NR,Haryana
15012,CHANDIGARH - LUCKNOW Exp,MB,MORADABAD,02:30:00,02:40:00,2,,NR,Uttar Pradesh
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,SBC,BANGALORE CITY JN,None,20:20:00,1,,SWR,Karnataka
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,GTL,GUNTAKAL JN,01:13:00,01:13:00,2,,SCR,Andhra Pradesh
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,SC,SECUNDERABAD JN,07:35:00,07:50:00,2,,SCR,Telangana
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,NGP,NAGPUR,15:25:00,15:35:00,2,,SECR,Maharashtra
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,ET,ITARSI JN,20:05:00,20:05:00,2,,WCR,Madhya Pradesh
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,BPL,BHOPAL JN,21:25:00,21:35:00,2,,WCR,Madhya Pradesh
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,JHS,JHANSI JN,00:52:00,00:57:00,3,,NCR,Uttar Pradesh
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,GWL,GWALIOR JN,02:09:00,02:09:00,3,,NCR,Madhya Pradesh
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,AGC,AGRA CANTT,03:35:00,03:35:00,3,,NCR,Uttar Pradesh
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,NZM,DELHI H NIZAMUDDIN,05:50:00,None,3,,NR,Delhi
52928,Mewar Fast Passenger,ADI,AHMEDABAD JN,None,07:10:00,1,,WR,Gujarat
52928,Mewar Fast Passenger,UDZ,UDAIPUR CITY,17:45:00,None,1,,NWR,Rajasthan
12939,Pune-Jaipur SF Express,PUNE,PUNE JN,None,15:20:00,1,,CR,Maharashtra
12939,Pune-Jaipur SF Express,KYN,KALYAN JN,17:43:00,17:45:00,1,,CR,Maharashtra
12939,Pune-Jaipur SF Express,ST,SURAT,23:20:00,23:25:00,1,,WR,Gujarat
12939,Pune-Jaipur SF Express,BRC,VADODARA JN,01:10:00,01:28:00,2,,WR,Gujarat
12939,Pune-Jaipur SF Express,RTM,RATLAM JN,05:35:00,05:45:00,2,,WR,Madhya Pradesh
12939,Pune-Jaipur SF Express,KOTA,KOTA JN,09:10:00,09:20:00,2,,WCR,Rajasthan
12939,Pune-Jaipur SF Express,JP,JAIPUR,13:40:00,None,2,,NWR,Rajasthan
12232,Chandigarh - Lucknow Sadhbhavna SF Express,CDG,CHANDIGARH,None,20:50:00,1,,NR,Chandigarh
12232,Chandigarh - Lucknow Sadhbhavna SF Express,UMB,AMBALA CANT JN,21:30:00,21:40:00,1,,NR,Haryana
12232,Chandigarh - Lucknow Sadhbhavna SF Express,MB,MORADABAD,02:45:00,02:55:00,2,,NR,Uttar Pradesh
12232,Chandigarh - Lucknow Sadhbhavna SF Express,BE,BAREILLY,04:15:00,04:20:00,2,,NER,Uttar Pradesh
12232,Chandigarh - Lucknow Sadhbhavna SF Express,LKO,LUCKNOW,08:35:00,None,2,,NER,Uttar Pradesh
16032,Andaman Express,JAT,JAMMU TAWI,None,23:45:00,1,,NR,Jammu and Kashmir
16032,Andaman Express,LDH,LUDHIANA JN,05:05:00,05:20:00,2,,NR,Punjab
16032,Andaman Express,NDLS,NEW DELHI,13:15:00,14:10:00,2,,NR,Delhi
16032,Andaman Express,NZM,DELHI H NIZAMUDDIN,14:25:00,14:50:00,2,,NR,Delhi
16032,Andaman Express,AGC,AGRA CANTT,18:30:00,18:35:00,2,,NCR,Uttar Pradesh
